trading_date,delivery_date,open,close
2018-03-19,2018-04-01,19.0,18.75
2018-03-20,2018-04-01,18.9,19.275
2018-03-21,2018-04-01,19.4,19.4
2018-03-22,2018-04-01,19.2,18.74
2018-03-23,2018-04-01,18.65,18.475
2018-03-26,2018-04-01,18.25,18.09
2018-03-27,2018-04-01,17.87,18.45
2018-03-28,2018-04-01,18.4,18.35
2018-04-03,2018-05-01,18.05,18.05
2018-04-04,2018-05-01,18.15,18.175
2018-04-05,2018-05-01,18.105,18.125
2018-04-06,2018-05-01,17.96,18.19
2018-04-09,2018-05-01,18.0,18.65
2018-04-10,2018-05-01,18.75,18.81
2018-04-11,2018-05-01,18.8,19.2
2018-04-12,2018-05-01,19.225,19.275
2018-04-13,2018-05-01,19.325,19.55
2018-04-16,2018-05-01,19.5,19.2
2018-04-17,2018-05-01,19.05,19.05
2018-04-18,2018-05-01,19.075,19.35
2018-04-19,2018-05-01,19.6,19.9
2018-04-20,2018-05-01,19.85,19.825
2018-04-23,2018-05-01,19.7,19.85
2018-04-24,2018-05-01,20.0,19.675
2018-04-25,2018-05-01,19.6,19.925
2018-04-26,2018-05-01,19.975,20.05
2018-04-27,2018-05-01,20.02,20.25
2018-04-30,2018-06-01,20.25,20.47
2018-05-01,2018-06-01,20.325,20.075
2018-05-02,2018-06-01,20.225,19.95
2018-05-03,2018-06-01,20.05,20.06
2018-05-04,2018-06-01,19.95,20.47
2018-05-07,2018-06-01,20.475,20.65
2018-05-08,2018-06-01,20.6,20.76
2018-05-09,2018-06-01,21.0,20.9
2018-05-10,2018-06-01,21.025,21.125
2018-05-11,2018-06-01,21.0,21.325
2018-05-14,2018-06-01,21.225,21.675
2018-05-15,2018-06-01,21.555,21.35
2018-05-16,2018-06-01,21.325,21.725
2018-05-17,2018-06-01,21.9,22.275
2018-05-18,2018-06-01,22.14,22.1
2018-05-21,2018-06-01,21.9,22.425
2018-05-22,2018-06-01,22.775,22.875
2018-05-23,2018-06-01,22.625,22.75
2018-05-24,2018-06-01,22.975,22.63
2018-05-25,2018-06-01,22.35,21.8
2018-05-28,2018-06-01,21.8,22.0
2018-05-29,2018-06-01,22.2,22.65
2018-05-30,2018-06-01,22.7,22.95
2018-05-31,2018-07-01,22.9,22.225
2018-06-01,2018-07-01,22.15,21.815
2018-06-04,2018-07-01,22.15,21.8
2018-06-05,2018-07-01,22.0,21.375
2018-06-06,2018-07-01,21.65,21.375
2018-06-07,2018-07-01,21.4,21.725
2018-06-08,2018-07-01,21.85,21.525
2018-06-11,2018-07-01,21.35,21.4
2018-06-12,2018-07-01,21.55,21.825
2018-06-13,2018-07-01,21.9,22.42
2018-06-14,2018-07-01,22.425,22.25
2018-06-15,2018-07-01,22.4,21.68
2018-06-18,2018-07-01,21.6,22.075
2018-06-19,2018-07-01,21.9,21.645
2018-06-20,2018-07-01,21.75,21.57
2018-06-21,2018-07-01,21.4,21.6
2018-06-22,2018-07-01,21.5,21.7
2018-06-25,2018-07-01,21.53,21.5
2018-06-26,2018-07-01,21.425,21.65
2018-06-27,2018-07-01,21.65,22.125
2018-06-28,2018-07-01,22.05,21.9
2018-06-29,2018-08-01,21.805,21.875
2018-07-02,2018-08-01,21.97,22.3
2018-07-03,2018-08-01,22.5,22.2
2018-07-04,2018-08-01,22.35,22.35
2018-07-05,2018-08-01,22.25,22.575
2018-07-06,2018-08-01,22.525,22.3
2018-07-09,2018-08-01,22.525,22.675
2018-07-10,2018-08-01,22.895,22.7
2018-07-11,2018-08-01,22.5,22.43
2018-07-12,2018-08-01,22.3,22.0
2018-07-13,2018-08-01,22.1,22.3
2018-07-16,2018-08-01,22.475,21.895
2018-07-17,2018-08-01,21.825,21.8
2018-07-18,2018-08-01,21.945,22.125
2018-07-19,2018-08-01,22.28,21.9
2018-07-20,2018-08-01,22.05,21.85
2018-07-23,2018-08-01,22.0,22.05
2018-07-24,2018-08-01,22.025,22.085
2018-07-25,2018-08-01,22.285,22.175
2018-07-26,2018-08-01,21.575,22.09
2018-07-27,2018-08-01,21.97,21.975
2018-07-30,2018-08-01,21.8,22.05
2018-07-31,2018-09-01,22.07,22.0
2018-08-01,2018-09-01,21.9,21.9
2018-08-02,2018-09-01,21.9,22.0
2018-08-03,2018-09-01,22.0,22.2
2018-08-06,2018-09-01,22.15,22.5
2018-08-07,2018-09-01,22.5,22.625
2018-08-08,2018-09-01,22.675,22.51
2018-08-09,2018-09-01,22.5,22.725
2018-08-10,2018-09-01,22.56,23.025
2018-08-13,2018-09-01,23.125,23.45
2018-08-14,2018-09-01,23.605,23.675
2018-08-15,2018-09-01,23.775,23.475
2018-08-16,2018-09-01,23.5,23.975
2018-08-17,2018-09-01,24.05,24.1
2018-08-20,2018-09-01,24.05,24.175
2018-08-21,2018-09-01,24.35,24.385
2018-08-22,2018-09-01,24.5,24.475
2018-08-23,2018-09-01,24.615,24.82
2018-08-24,2018-09-01,24.995,24.925
2018-08-27,2018-09-01,25.2,25.35
2018-08-28,2018-09-01,25.325,25.4
2018-08-29,2018-09-01,25.15,26.08
2018-08-30,2018-09-01,26.25,25.95
2018-08-31,2018-10-01,26.35,26.035
2018-09-03,2018-10-01,26.04,26.3
2018-09-04,2018-10-01,26.6,26.78
2018-09-05,2018-10-01,26.8,27.125
2018-09-06,2018-10-01,27.45,27.45
2018-09-07,2018-10-01,27.45,28.26
2018-09-10,2018-10-01,28.0,29.1
2018-09-11,2018-10-01,29.15,28.6
2018-09-12,2018-10-01,28.0,27.425
2018-09-13,2018-10-01,27.375,26.6
2018-09-14,2018-10-01,25.75,27.405
2018-09-17,2018-10-01,27.5,27.65
2018-09-18,2018-10-01,27.95,27.45
2018-09-19,2018-10-01,27.5,28.43
2018-09-20,2018-10-01,28.85,28.11
2018-09-21,2018-10-01,28.45,28.675
2018-09-24,2018-10-01,29.15,29.315
2018-09-25,2018-10-01,29.4,28.95
2018-09-26,2018-10-01,28.85,28.095
2018-09-27,2018-10-01,27.75,27.45
2018-09-28,2018-11-01,27.85,27.6
2018-10-01,2018-11-01,27.25,27.8
2018-10-02,2018-11-01,28.0,27.085
2018-10-03,2018-11-01,27.0,27.4
2018-10-04,2018-11-01,27.5,27.8
2018-10-05,2018-11-01,27.8,27.95
2018-10-08,2018-11-01,27.625,27.275
2018-10-09,2018-11-01,27.3,26.75
2018-10-10,2018-11-01,26.75,26.15
2018-10-11,2018-11-01,26.0,25.95
2018-10-12,2018-11-01,25.6,26.41
2018-10-15,2018-11-01,27.0,26.275
2018-10-16,2018-11-01,26.3,26.15
2018-10-17,2018-11-01,26.0,26.35
2018-10-18,2018-11-01,26.1,26.0
2018-10-19,2018-11-01,26.25,26.8
2018-10-22,2018-11-01,26.45,26.075
2018-10-23,2018-11-01,25.7,25.65
2018-10-24,2018-11-01,25.675,25.275
2018-10-25,2018-11-01,24.95,24.675
2018-10-26,2018-11-01,24.55,24.07
2018-10-29,2018-11-01,24.1,24.475
2018-10-30,2018-11-01,24.35,23.925
2018-10-31,2018-12-01,24.75,24.175
2018-11-01,2018-12-01,24.085,23.725
2018-11-02,2018-12-01,23.9,24.125
2018-11-05,2018-12-01,23.65,23.84
2018-11-06,2018-12-01,23.6,23.8
2018-11-07,2018-12-01,24.3,24.575
2018-11-08,2018-12-01,25.0,24.4
2018-11-09,2018-12-01,24.6,24.45
2018-11-12,2018-12-01,25.6,26.15
2018-11-13,2018-12-01,26.1,26.575
2018-11-14,2018-12-01,26.5,26.525
2018-11-15,2018-12-01,26.3,26.5
2018-11-16,2018-12-01,26.85,25.72
2018-11-19,2018-12-01,24.425,24.325
2018-11-20,2018-12-01,24.4,24.45
2018-11-21,2018-12-01,24.35,24.475
2018-11-22,2018-12-01,24.15,24.625
2018-11-23,2018-12-01,24.25,24.925
2018-11-26,2018-12-01,24.15,24.7
2018-11-27,2018-12-01,24.5,24.925
2018-11-28,2018-12-01,24.4,24.31
2018-11-29,2018-12-01,24.6,24.625
2018-11-30,2019-01-01,24.65,24.775
2018-12-03,2019-01-01,25.0,24.8
2018-12-04,2019-01-01,25.0,24.35
2018-12-05,2019-01-01,24.4,23.65
2018-12-06,2019-01-01,23.21,23.17
2018-12-07,2019-01-01,23.0,23.24
2018-12-10,2019-01-01,23.1,23.275
2018-12-11,2019-01-01,23.3,23.55
2018-12-12,2019-01-01,23.55,24.125
2018-12-13,2019-01-01,24.45,24.2
2018-12-14,2019-01-01,24.2,24.6
2018-12-17,2019-01-01,24.5,24.45
2018-12-18,2019-01-01,24.18,23.855
2018-12-19,2019-01-01,24.0,24.425
2018-12-20,2019-01-01,24.45,24.775
2018-12-21,2019-01-01,24.745,24.775
2018-12-24,2019-01-01,24.75,24.08
2018-12-27,2019-01-01,23.9,23.375
2018-12-28,2019-01-01,23.45,22.675
2018-12-31,2019-02-01,22.85,22.0
2019-01-02,2019-02-01,21.95,22.5
2019-01-03,2019-02-01,22.4,22.175
2019-01-04,2019-02-01,22.4,22.85
2019-01-07,2019-02-01,22.1,21.375
2019-01-08,2019-02-01,21.65,22.225
2019-01-09,2019-02-01,22.5,21.625
2019-01-10,2019-02-01,21.5,22.0
2019-01-11,2019-02-01,22.3,22.25
2019-01-14,2019-02-01,22.325,21.7
2019-01-15,2019-02-01,21.7,22.025
2019-01-16,2019-02-01,22.35,22.15
2019-01-17,2019-02-01,22.45,22.875
2019-01-18,2019-02-01,23.2,22.6
2019-01-21,2019-02-01,22.11,21.93
2019-01-22,2019-02-01,21.8,21.8
2019-01-23,2019-02-01,22.025,22.0
2019-01-24,2019-02-01,21.7,21.425
2019-01-25,2019-02-01,21.0,20.99
2019-01-28,2019-02-01,21.1,20.55
2019-01-29,2019-02-01,20.175,20.8
2019-01-30,2019-02-01,20.6,20.2
2019-01-31,2019-03-01,20.0,19.85
2019-02-01,2019-03-01,19.4,19.125
2019-02-04,2019-03-01,19.0,19.25
2019-02-05,2019-03-01,19.25,18.825
2019-02-06,2019-03-01,18.75,19.145
2019-02-07,2019-03-01,19.25,18.875
2019-02-08,2019-03-01,18.5,18.475
2019-02-11,2019-03-01,18.0,18.125
2019-02-12,2019-03-01,17.95,17.625
2019-02-13,2019-03-01,17.425,18.15
2019-02-14,2019-03-01,18.0,17.8
2019-02-15,2019-03-01,17.7,18.1
2019-02-18,2019-03-01,18.2,17.45
2019-02-19,2019-03-01,17.4,17.825
2019-02-20,2019-03-01,17.65,18.125
2019-02-21,2019-03-01,17.8,17.375
2019-02-22,2019-03-01,17.18,17.175
2019-02-25,2019-03-01,16.7,17.0
2019-02-26,2019-03-01,17.0,17.1
2019-02-27,2019-03-01,17.35,17.75
2019-02-28,2019-04-01,17.85,17.875
2019-03-01,2019-04-01,17.7,17.27
2019-03-04,2019-04-01,17.14,17.45
2019-03-05,2019-04-01,17.525,17.225
2019-03-06,2019-04-01,17.0,16.85
2019-03-07,2019-04-01,16.65,17.05
2019-03-08,2019-04-01,16.85,16.725
2019-03-11,2019-04-01,16.55,16.59
2019-03-12,2019-04-01,16.65,16.125
2019-03-13,2019-04-01,15.9,15.7
2019-03-14,2019-04-01,15.725,15.65
2019-03-15,2019-04-01,15.55,15.175
2019-03-18,2019-04-01,15.005,15.3
2019-03-19,2019-04-01,15.3,14.975
2019-03-20,2019-04-01,14.925,15.125
2019-03-21,2019-04-01,15.0,14.525
2019-03-22,2019-04-01,14.42,14.48
2019-03-25,2019-04-01,14.325,14.175
2019-03-26,2019-04-01,14.325,14.67
2019-03-27,2019-04-01,14.8,14.85
2019-03-28,2019-04-01,14.75,14.25
2019-03-29,2019-05-01,14.2,14.3
2019-04-01,2019-05-01,13.9,13.95
2019-04-02,2019-05-01,13.8,13.45
2019-04-03,2019-05-01,13.5,14.175
2019-04-04,2019-05-01,14.2,14.88
2019-04-05,2019-05-01,15.1,16.7
2019-04-08,2019-05-01,16.48,15.8
2019-04-09,2019-05-01,15.8,16.75
2019-04-10,2019-05-01,17.1,15.875
2019-04-11,2019-05-01,15.54,16.175
2019-04-12,2019-05-01,16.025,15.75
2019-04-15,2019-05-01,15.4,14.87
2019-04-16,2019-05-01,14.875,15.05
2019-04-17,2019-05-01,15.225,15.3
2019-04-18,2019-05-01,15.5,14.4
2019-04-23,2019-05-01,14.12,14.375
2019-04-24,2019-05-01,14.175,14.175
2019-04-25,2019-05-01,14.1,14.725
2019-04-26,2019-05-01,14.65,14.25
2019-04-29,2019-05-01,14.45,14.425
2019-04-30,2019-06-01,14.35,14.35
2019-05-01,2019-06-01,14.0,14.1
2019-05-02,2019-06-01,14.27,14.5
2019-05-03,2019-06-01,14.2,14.7
2019-05-06,2019-06-01,14.27,14.21
2019-05-07,2019-06-01,14.3,14.15
2019-05-08,2019-06-01,14.0,14.475
2019-05-09,2019-06-01,14.5,14.25
2019-05-10,2019-06-01,14.3,14.075
2019-05-13,2019-06-01,13.8,13.62
2019-05-14,2019-06-01,13.5,13.9
2019-05-15,2019-06-01,13.775,13.75
2019-05-16,2019-06-01,13.65,13.21
2019-05-17,2019-06-01,13.1,12.98
2019-05-20,2019-06-01,13.1,12.88
2019-05-21,2019-06-01,12.7,12.725
2019-05-22,2019-06-01,12.83,12.775
2019-05-23,2019-06-01,12.6,12.375
2019-05-24,2019-06-01,12.2,12.425
2019-05-27,2019-06-01,12.105,12.23
2019-05-28,2019-06-01,12.15,12.375
2019-05-29,2019-06-01,12.325,12.1
2019-05-30,2019-06-01,12.2,11.425
2019-05-31,2019-07-01,11.7,11.45
2019-06-03,2019-07-01,11.0,11.05
2019-06-04,2019-07-01,11.105,11.9
2019-06-05,2019-07-01,11.9,11.3
2019-06-06,2019-07-01,11.3,11.0
2019-06-07,2019-07-01,11.1,11.55
2019-06-10,2019-07-01,11.6,11.75
2019-06-11,2019-07-01,11.675,11.195
2019-06-12,2019-07-01,11.1,11.12
2019-06-13,2019-07-01,11.25,11.32
2019-06-14,2019-07-01,11.3,11.51
2019-06-17,2019-07-01,11.3,11.375
2019-06-18,2019-07-01,11.3,10.9
2019-06-19,2019-07-01,10.9,10.5
2019-06-20,2019-07-01,10.6,10.175
2019-06-21,2019-07-01,10.05,10.45
2019-06-24,2019-07-01,10.225,10.0
2019-06-25,2019-07-01,9.8,9.75
2019-06-26,2019-07-01,9.705,9.725
2019-06-27,2019-07-01,9.55,9.175
2019-06-28,2019-08-01,9.755,10.025
2019-07-01,2019-08-01,10.05,10.35
2019-07-02,2019-08-01,10.5,10.25
2019-07-03,2019-08-01,10.475,10.4
2019-07-04,2019-08-01,10.25,10.525
2019-07-05,2019-08-01,10.35,11.2
2019-07-08,2019-08-01,11.07,12.075
2019-07-09,2019-08-01,12.1,11.275
2019-07-10,2019-08-01,11.29,12.56
2019-07-11,2019-08-01,12.7,13.05
2019-07-12,2019-08-01,12.95,13.4
2019-07-15,2019-08-01,13.645,12.7
2019-07-16,2019-08-01,12.45,11.275
2019-07-17,2019-08-01,11.1,11.25
2019-07-18,2019-08-01,11.2,10.625
2019-07-19,2019-08-01,10.725,10.6
2019-07-22,2019-08-01,10.5,10.29
2019-07-23,2019-08-01,10.0,10.675
2019-07-24,2019-08-01,10.7,10.175
2019-07-25,2019-08-01,9.9,10.0
2019-07-26,2019-08-01,10.0,10.0
2019-07-29,2019-08-01,9.75,9.75
2019-07-30,2019-08-01,9.675,10.1
2019-07-31,2019-09-01,10.95,11.1
2019-08-01,2019-09-01,11.0,12.65
2019-08-02,2019-09-01,12.45,12.05
2019-08-05,2019-09-01,12.03,11.45
2019-08-06,2019-09-01,11.3,10.98
2019-08-07,2019-09-01,10.85,11.3
2019-08-08,2019-09-01,11.35,12.275
2019-08-09,2019-09-01,12.0,11.625
2019-08-12,2019-09-01,11.775,11.29
2019-08-13,2019-09-01,11.33,11.8
2019-08-14,2019-09-01,11.65,11.175
2019-08-15,2019-09-01,11.15,11.125
2019-08-16,2019-09-01,11.105,11.025
2019-08-19,2019-09-01,10.87,10.8
2019-08-20,2019-09-01,10.75,11.275
2019-08-21,2019-09-01,11.17,11.325
2019-08-22,2019-09-01,11.325,11.0
2019-08-23,2019-09-01,10.81,10.5
2019-08-26,2019-09-01,10.4,10.35
2019-08-27,2019-09-01,10.15,10.3
2019-08-28,2019-09-01,10.25,10.38
2019-08-29,2019-09-01,10.375,10.6
2019-08-30,2019-10-01,13.0,12.765
2019-09-02,2019-10-01,12.55,11.85
2019-09-03,2019-10-01,12.01,12.095
2019-09-04,2019-10-01,12.2,11.91
2019-09-05,2019-10-01,11.925,12.3
2019-09-06,2019-10-01,12.3,12.4
2019-09-09,2019-10-01,12.525,12.35
2019-09-10,2019-10-01,12.24,14.535
2019-09-11,2019-10-01,14.25,13.9
2019-09-12,2019-10-01,13.9,14.7
2019-09-13,2019-10-01,14.8,14.5
2019-09-16,2019-10-01,14.975,15.2
2019-09-17,2019-10-01,15.49,13.745
2019-09-18,2019-10-01,13.25,12.7
2019-09-19,2019-10-01,12.7,12.425
2019-09-20,2019-10-01,12.6,12.55
2019-09-23,2019-10-01,12.6,12.3
2019-09-24,2019-10-01,12.3,12.3
2019-09-25,2019-10-01,12.2,11.95
2019-09-26,2019-10-01,12.15,12.175
2019-09-27,2019-10-01,12.125,11.9
2019-09-30,2019-11-01,16.78,16.3
2019-10-01,2019-11-01,16.05,16.4
2019-10-02,2019-11-01,16.395,16.025
2019-10-03,2019-11-01,15.89,16.15
2019-10-04,2019-11-01,16.2,15.825
2019-10-07,2019-11-01,15.1,15.5
2019-10-08,2019-11-01,15.63,15.725
2019-10-09,2019-11-01,15.5,15.895
2019-10-10,2019-11-01,15.6,15.75
2019-10-11,2019-11-01,16.13,16.1
2019-10-14,2019-11-01,15.7,15.975
2019-10-15,2019-11-01,16.15,16.025
2019-10-16,2019-11-01,15.9,16.175
2019-10-17,2019-11-01,15.91,15.95
2019-10-18,2019-11-01,16.0,15.875
2019-10-21,2019-11-01,16.11,15.675
2019-10-22,2019-11-01,15.8,15.575
2019-10-23,2019-11-01,15.44,15.35
2019-10-24,2019-11-01,15.0,15.675
2019-10-25,2019-11-01,15.51,15.24
2019-10-28,2019-11-01,14.775,14.55
2019-10-29,2019-11-01,14.45,13.85
2019-10-30,2019-11-01,13.85,13.85
2019-10-31,2019-12-01,16.165,16.225
2019-11-01,2019-12-01,16.5,16.225
2019-11-04,2019-12-01,16.35,16.685
2019-11-05,2019-12-01,16.7,16.68
2019-11-06,2019-12-01,16.435,16.25
2019-11-07,2019-12-01,16.355,16.19
2019-11-08,2019-12-01,16.2,15.82
2019-11-11,2019-12-01,15.955,15.82
2019-11-12,2019-12-01,15.9,15.505
2019-11-13,2019-12-01,15.3,15.565
2019-11-14,2019-12-01,15.55,15.65
2019-11-15,2019-12-01,15.51,15.705
2019-11-18,2019-12-01,15.37,15.225
2019-11-19,2019-12-01,15.28,15.32
2019-11-20,2019-12-01,15.3,15.5
2019-11-21,2019-12-01,15.705,15.65
2019-11-22,2019-12-01,15.58,16.125
2019-11-25,2019-12-01,16.25,16.4
2019-11-26,2019-12-01,16.27,15.925
2019-11-27,2019-12-01,15.75,16.125
2019-11-28,2019-12-01,15.7,15.675
2019-11-29,2020-01-01,16.6,16.4
2019-12-02,2020-01-01,16.22,15.85
2019-12-03,2020-01-01,15.675,15.78
2019-12-04,2020-01-01,15.57,15.825
2019-12-05,2020-01-01,15.6,15.3
2019-12-06,2020-01-01,15.25,15.04
2019-12-09,2020-01-01,15.01,14.755
2019-12-10,2020-01-01,14.6,14.42
2019-12-11,2020-01-01,14.4,13.9
2019-12-12,2020-01-01,13.825,14.7
2019-12-13,2020-01-01,14.6,13.685
2019-12-16,2020-01-01,13.6,13.93
2019-12-17,2020-01-01,13.925,14.4
2019-12-18,2020-01-01,14.425,15.1
2019-12-19,2020-01-01,15.15,15.1
2019-12-20,2020-01-01,13.75,14.225
2019-12-23,2020-01-01,13.5,13.07
2019-12-24,2020-01-01,12.96,12.65
2019-12-27,2020-01-01,12.65,12.725
2019-12-30,2020-01-01,12.725,12.25
2019-12-31,2020-02-01,12.5,12.09
2020-01-02,2020-02-01,12.5,12.14
2020-01-03,2020-02-01,12.15,13.05
2020-01-06,2020-02-01,13.2,12.275
2020-01-07,2020-02-01,12.2,11.95
2020-01-08,2020-02-01,12.0,12.0
2020-01-09,2020-02-01,11.9,12.0
2020-01-10,2020-02-01,11.9,12.025
2020-01-13,2020-02-01,12.3,12.13
2020-01-14,2020-02-01,11.99,11.3
2020-01-15,2020-02-01,11.25,11.325
2020-01-16,2020-02-01,11.35,11.1
2020-01-17,2020-02-01,11.005,10.87
2020-01-20,2020-02-01,10.8,10.725
2020-01-21,2020-02-01,10.5,10.775
2020-01-22,2020-02-01,10.7,10.395
2020-01-23,2020-02-01,10.38,10.425
2020-01-24,2020-02-01,10.425,10.575
2020-01-27,2020-02-01,10.6,10.55
2020-01-28,2020-02-01,10.6,10.85
2020-01-29,2020-02-01,10.65,10.1
2020-01-30,2020-02-01,9.975,9.91
2020-01-31,2020-03-01,9.765,9.84
2020-02-03,2020-03-01,9.6,9.25
2020-02-04,2020-03-01,9.05,9.425
2020-02-05,2020-03-01,9.3,9.325
2020-02-06,2020-03-01,9.3,9.2
2020-02-07,2020-03-01,9.165,9.05
2020-02-10,2020-03-01,8.8,8.56
2020-02-11,2020-03-01,8.6,8.55
2020-02-12,2020-03-01,8.505,8.81
2020-02-13,2020-03-01,8.675,8.78
2020-02-14,2020-03-01,8.75,8.975
2020-02-17,2020-03-01,8.845,9.5
2020-02-18,2020-03-01,9.405,9.3
2020-02-19,2020-03-01,9.325,9.625
2020-02-20,2020-03-01,9.65,9.6
2020-02-21,2020-03-01,9.52,9.325
2020-02-24,2020-03-01,9.425,8.995
2020-02-25,2020-03-01,9.005,9.025
2020-02-26,2020-03-01,8.91,9.1
2020-02-27,2020-03-01,8.85,8.8
2020-02-28,2020-04-01,8.675,8.99
2020-03-02,2020-04-01,9.09,9.07
2020-03-03,2020-04-01,9.045,9.01
2020-03-04,2020-04-01,9.0,8.76
2020-03-05,2020-04-01,8.91,8.895
2020-03-06,2020-04-01,8.7,8.675
2020-03-09,2020-04-01,8.385,8.6
2020-03-10,2020-04-01,8.56,9.1
2020-03-11,2020-04-01,9.0,9.28
2020-03-12,2020-04-01,9.035,9.2
2020-03-13,2020-04-01,9.44,9.25
2020-03-16,2020-04-01,9.0,8.635
2020-03-17,2020-04-01,8.775,8.475
2020-03-18,2020-04-01,8.35,8.16
2020-03-19,2020-04-01,8.26,8.525
2020-03-20,2020-04-01,8.45,8.25
2020-03-23,2020-04-01,7.75,7.93
2020-03-24,2020-04-01,8.0,7.9
2020-03-25,2020-04-01,7.835,7.825
2020-03-26,2020-04-01,7.6,7.48
2020-03-27,2020-04-01,7.425,7.225
2020-03-30,2020-04-01,7.04,6.8
2020-03-31,2020-05-01,6.94,6.94
2020-04-01,2020-05-01,6.85,6.85
2020-04-02,2020-05-01,7.25,6.885
2020-04-03,2020-05-01,6.69,6.875
2020-04-06,2020-05-01,7.0,7.25
2020-04-07,2020-05-01,7.3,7.3
2020-04-08,2020-05-01,7.24,7.335
2020-04-09,2020-05-01,7.35,7.3
2020-04-14,2020-05-01,7.245,6.845
2020-04-15,2020-05-01,6.805,6.77
2020-04-16,2020-05-01,6.655,7.075
2020-04-17,2020-05-01,7.3,6.925
2020-04-20,2020-05-01,6.75,6.61
2020-04-21,2020-05-01,6.62,6.37
2020-04-22,2020-05-01,6.26,6.15
2020-04-23,2020-05-01,6.095,6.0
2020-04-24,2020-05-01,5.85,5.81
2020-04-27,2020-05-01,5.95,6.0
2020-04-28,2020-05-01,5.945,6.075
2020-04-29,2020-05-01,6.175,5.9
2020-04-30,2020-06-01,6.225,6.295
2020-05-01,2020-06-01,6.37,5.775
2020-05-04,2020-06-01,5.795,5.79
2020-05-05,2020-06-01,5.875,5.7
2020-05-06,2020-06-01,5.7,5.855
2020-05-07,2020-06-01,5.925,5.775
2020-05-08,2020-06-01,5.75,5.9
2020-05-11,2020-06-01,5.77,5.64
2020-05-12,2020-06-01,5.585,5.3
2020-05-13,2020-06-01,5.29,5.17
2020-05-14,2020-06-01,5.17,5.32
2020-05-15,2020-06-01,5.3,5.21
2020-05-18,2020-06-01,5.325,4.88
2020-05-19,2020-06-01,4.855,4.625
2020-05-20,2020-06-01,4.65,4.435
2020-05-21,2020-06-01,4.375,4.025
2020-05-22,2020-06-01,3.705,3.94
2020-05-25,2020-06-01,4.105,5.025
2020-05-26,2020-06-01,4.75,4.08
2020-05-27,2020-06-01,4.005,3.65
2020-05-28,2020-06-01,3.6,3.535
2020-05-29,2020-07-01,4.18,4.45
2020-06-01,2020-07-01,4.18,4.275
2020-06-02,2020-07-01,4.35,4.87
2020-06-03,2020-07-01,4.915,5.35
2020-06-04,2020-07-01,5.055,5.26
2020-06-05,2020-07-01,5.345,5.555
2020-06-08,2020-07-01,5.575,5.2
2020-06-09,2020-07-01,5.055,4.845
2020-06-10,2020-07-01,4.805,4.835
2020-06-11,2020-07-01,4.755,5.0
2020-06-12,2020-07-01,5.045,5.22
2020-06-15,2020-07-01,5.21,5.325
2020-06-16,2020-07-01,5.495,5.165
2020-06-17,2020-07-01,5.2,5.375
2020-06-18,2020-07-01,5.31,5.48
2020-06-19,2020-07-01,5.55,5.62
2020-06-22,2020-07-01,5.56,5.44
2020-06-23,2020-07-01,5.6,5.83
2020-06-24,2020-07-01,5.7,5.625
2020-06-25,2020-07-01,5.5,5.25
2020-06-26,2020-07-01,5.2,5.225
2020-06-29,2020-07-01,5.15,5.775
2020-06-30,2020-08-01,6.12,6.035
2020-07-01,2020-08-01,6.115,5.765
2020-07-02,2020-08-01,5.7,5.945
2020-07-03,2020-08-01,5.9,5.95
2020-07-06,2020-08-01,6.1,6.085
2020-07-07,2020-08-01,6.145,6.15
2020-07-08,2020-08-01,6.115,5.885
2020-07-09,2020-08-01,5.8,5.715
2020-07-10,2020-08-01,5.61,5.41
2020-07-13,2020-08-01,5.45,5.125
2020-07-14,2020-08-01,5.105,5.155
2020-07-15,2020-08-01,5.195,5.2
2020-07-16,2020-08-01,5.15,5.05
2020-07-17,2020-08-01,5.08,5.1
2020-07-20,2020-08-01,5.035,4.79
2020-07-21,2020-08-01,4.875,4.82
