trading_date,delivery_date,open,close
2020-07-22,2020-08-01,4.7,4.92
2020-07-23,2020-08-01,4.93,5.05
2020-07-24,2020-08-01,5.1,4.94
2020-07-27,2020-08-01,4.9,4.85
2020-07-28,2020-08-01,4.85,4.99
2020-07-29,2020-08-01,5.0,5.19
2020-07-30,2020-08-01,5.25,5.06
2020-07-31,2020-09-01,5.96,6.05
2020-08-03,2020-09-01,6.08,6.96
2020-08-04,2020-09-01,6.95,7.13
2020-08-05,2020-09-01,7.32,7.305
2020-08-06,2020-09-01,7.4,7.78
2020-08-07,2020-09-01,7.75,7.925
2020-08-10,2020-09-01,7.9,7.58
2020-08-11,2020-09-01,7.6,7.49
2020-08-12,2020-09-01,7.25,7.175
2020-08-13,2020-09-01,7.25,7.525
2020-08-14,2020-09-01,7.5,8.215
2020-08-17,2020-09-01,8.245,8.1
2020-08-18,2020-09-01,8.2,8.79
2020-08-19,2020-09-01,8.8,8.32
2020-08-20,2020-09-01,8.3,8.05
2020-08-21,2020-09-01,8.02,7.585
2020-08-24,2020-09-01,7.8,8.5
2020-08-25,2020-09-01,8.54,8.915
2020-08-26,2020-09-01,8.95,9.3
2020-08-27,2020-09-01,9.145,9.01
2020-08-31,2020-10-01,11.3,11.195
2020-09-01,2020-10-01,11.0,11.32
2020-09-02,2020-10-01,11.375,11.085
2020-09-03,2020-10-01,11.1,11.83
2020-09-04,2020-10-01,11.885,11.8
2020-09-07,2020-10-01,11.5,11.195
2020-09-08,2020-10-01,11.325,10.865
2020-09-09,2020-10-01,10.65,10.875
2020-09-10,2020-10-01,10.85,10.54
2020-09-11,2020-10-01,10.5,10.515
2020-09-14,2020-10-01,10.485,10.825
2020-09-15,2020-10-01,10.8,10.93
2020-09-16,2020-10-01,10.995,11.43
2020-09-17,2020-10-01,11.155,11.15
2020-09-18,2020-10-01,11.05,11.425
2020-09-21,2020-10-01,11.7,11.425
2020-09-22,2020-10-01,11.2,11.76
2020-09-23,2020-10-01,11.8,11.97
2020-09-24,2020-10-01,11.95,11.71
2020-09-25,2020-10-01,11.45,11.75
2020-09-28,2020-10-01,12.0,12.325
2020-09-29,2020-10-01,12.35,12.07
2020-09-30,2020-11-01,13.305,13.575
2020-10-01,2020-11-01,13.85,13.075
2020-10-02,2020-11-01,12.805,13.02
2020-10-05,2020-11-01,13.35,13.425
2020-10-06,2020-11-01,13.425,13.205
2020-10-07,2020-11-01,13.15,13.815
2020-10-08,2020-11-01,13.755,13.97
2020-10-09,2020-11-01,13.975,13.825
2020-10-12,2020-11-01,13.6,13.84
2020-10-13,2020-11-01,13.78,13.535
2020-10-14,2020-11-01,13.5,14.025
2020-10-15,2020-11-01,14.05,14.21
2020-10-16,2020-11-01,14.225,14.5
2020-10-19,2020-11-01,14.5,14.84
2020-10-20,2020-11-01,14.71,14.895
2020-10-21,2020-11-01,14.8,14.825
2020-10-22,2020-11-01,14.9,15.35
2020-10-23,2020-11-01,15.2,15.385
2020-10-26,2020-11-01,15.2,14.675
2020-10-27,2020-11-01,14.725,14.85
2020-10-28,2020-11-01,14.705,14.445
2020-10-29,2020-11-01,14.4,14.25
2020-10-30,2020-12-01,14.295,14.145
2020-11-02,2020-12-01,13.8,13.7
2020-11-03,2020-12-01,13.71,13.75
2020-11-04,2020-12-01,13.715,14.05
2020-11-05,2020-12-01,13.85,14.25
2020-11-06,2020-12-01,14.2,13.95
2020-11-09,2020-12-01,13.77,13.86
2020-11-10,2020-12-01,13.9,14.145
2020-11-11,2020-12-01,14.0,14.14
2020-11-12,2020-12-01,14.0,14.1
2020-11-13,2020-12-01,14.055,14.31
2020-11-16,2020-12-01,14.35,14.475
2020-11-17,2020-12-01,14.3,13.85
2020-11-18,2020-12-01,14.0,13.565
2020-11-19,2020-12-01,13.65,12.97
2020-11-20,2020-12-01,12.915,12.965
2020-11-23,2020-12-01,13.6,13.66
2020-11-24,2020-12-01,13.45,13.88
2020-11-25,2020-12-01,14.095,13.76
2020-11-26,2020-12-01,13.9,14.1
2020-11-27,2020-12-01,14.3,14.585
2020-11-30,2021-01-01,15.0,15.3
2020-12-01,2021-01-01,15.3,14.725
2020-12-02,2021-01-01,14.525,14.955
2020-12-03,2021-01-01,14.995,13.925
2020-12-04,2021-01-01,14.06,14.57
2020-12-07,2021-01-01,14.025,14.21
2020-12-08,2021-01-01,14.25,14.39
2020-12-09,2021-01-01,14.2,14.77
2020-12-10,2021-01-01,14.7,15.575
2020-12-11,2021-01-01,15.45,15.895
2020-12-14,2021-01-01,16.3,16.455
2020-12-15,2021-01-01,16.8,17.185
2020-12-16,2021-01-01,17.17,16.3
2020-12-17,2021-01-01,16.3,16.05
2020-12-18,2021-01-01,15.865,15.9
2020-12-21,2021-01-01,16.15,16.95
2020-12-22,2021-01-01,17.25,17.6
2020-12-23,2021-01-01,17.8,17.4
2020-12-24,2021-01-01,17.45,17.775
2020-12-28,2021-01-01,18.27,18.955
2020-12-29,2021-01-01,19.1,18.86
2020-12-30,2021-01-01,18.81,18.895
2020-12-31,2021-02-01,19.0,19.235
2021-01-04,2021-02-01,19.2,19.55
2021-01-05,2021-02-01,19.0,17.935
2021-01-06,2021-02-01,17.75,17.775
2021-01-07,2021-02-01,18.0,19.5
2021-01-08,2021-02-01,19.75,20.55
2021-01-11,2021-02-01,21.25,22.59
2021-01-12,2021-02-01,22.245,25.75
2021-01-13,2021-02-01,25.0,22.63
2021-01-14,2021-02-01,22.5,21.015
2021-01-15,2021-02-01,20.5,20.0
2021-01-18,2021-02-01,19.6,18.995
2021-01-19,2021-02-01,18.8,20.37
2021-01-20,2021-02-01,20.8,20.0
2021-01-21,2021-02-01,19.7,19.94
2021-01-22,2021-02-01,20.105,21.5
2021-01-25,2021-02-01,22.305,20.145
2021-01-26,2021-02-01,19.6,19.77
2021-01-27,2021-02-01,19.15,19.905
2021-01-28,2021-02-01,20.75,21.15
2021-01-29,2021-03-01,20.75,19.565
2021-02-01,2021-03-01,19.3,17.795
2021-02-02,2021-03-01,18.0,18.225
2021-02-03,2021-03-01,17.6,17.595
2021-02-04,2021-03-01,17.795,17.99
2021-02-05,2021-03-01,17.95,18.385
2021-02-08,2021-03-01,19.6,19.775
2021-02-09,2021-03-01,19.15,19.25
2021-02-10,2021-03-01,19.1,18.275
2021-02-11,2021-03-01,18.1,17.625
2021-02-12,2021-03-01,17.0,17.8
2021-02-15,2021-03-01,17.0,16.315
2021-02-16,2021-03-01,16.25,16.85
2021-02-17,2021-03-01,16.7,16.545
2021-02-18,2021-03-01,16.9,17.345
2021-02-19,2021-03-01,17.2,16.43
2021-02-22,2021-03-01,16.45,15.875
2021-02-23,2021-03-01,16.195,16.42
2021-02-24,2021-03-01,16.2,16.26
2021-02-25,2021-03-01,16.4,15.775
2021-02-26,2021-04-01,15.85,15.825
2021-03-01,2021-04-01,15.71,16.015
2021-03-02,2021-04-01,16.1,15.8
2021-03-03,2021-04-01,15.75,15.58
2021-03-04,2021-04-01,15.85,15.875
2021-03-05,2021-04-01,15.93,16.4
2021-03-08,2021-04-01,16.65,16.3
2021-03-09,2021-04-01,16.495,17.05
2021-03-10,2021-04-01,17.18,17.675
2021-03-11,2021-04-01,17.9,18.105
2021-03-12,2021-04-01,18.07,18.425
2021-03-15,2021-04-01,18.2,17.785
2021-03-16,2021-04-01,17.625,17.455
2021-03-17,2021-04-01,17.65,18.145
2021-03-18,2021-04-01,18.225,17.42
2021-03-19,2021-04-01,17.055,17.45
2021-03-22,2021-04-01,17.27,18.11
2021-03-23,2021-04-01,17.855,18.36
2021-03-24,2021-04-01,18.695,18.545
2021-03-25,2021-04-01,18.55,18.3
2021-03-26,2021-04-01,18.45,18.75
2021-03-29,2021-04-01,18.9,18.365
2021-03-30,2021-04-01,18.27,18.9
2021-03-31,2021-05-01,18.7,18.89
2021-04-01,2021-05-01,19.0,19.085
2021-04-06,2021-05-01,19.985,19.675
2021-04-07,2021-05-01,19.795,19.275
2021-04-08,2021-05-01,19.155,19.025
2021-04-09,2021-05-01,19.0,19.06
2021-04-12,2021-05-01,19.45,19.72
2021-04-13,2021-05-01,19.35,19.53
2021-04-14,2021-05-01,19.555,19.75
2021-04-15,2021-05-01,19.89,20.37
2021-04-16,2021-05-01,20.485,20.6
2021-04-19,2021-05-01,20.8,20.78
2021-04-20,2021-05-01,20.75,21.075
2021-04-21,2021-05-01,21.005,21.26
2021-04-22,2021-05-01,21.225,21.23
2021-04-23,2021-05-01,21.2,20.01
2021-04-26,2021-05-01,20.15,20.025
2021-04-27,2021-05-01,19.85,21.67
2021-04-28,2021-05-01,21.415,21.645
2021-04-29,2021-05-01,21.5,22.35
2021-04-30,2021-06-01,22.445,23.3
2021-05-03,2021-06-01,23.35,23.935
2021-05-04,2021-06-01,24.14,23.055
2021-05-05,2021-06-01,23.255,23.925
2021-05-06,2021-06-01,24.14,24.3
2021-05-07,2021-06-01,24.45,24.375
2021-05-10,2021-06-01,24.445,24.75
2021-05-11,2021-06-01,24.6,26.02
2021-05-12,2021-06-01,26.1,25.94
2021-05-13,2021-06-01,26.0,26.2
2021-05-14,2021-06-01,26.35,26.6
2021-05-17,2021-06-01,26.605,25.55
2021-05-18,2021-06-01,25.85,24.595
2021-05-19,2021-06-01,24.05,22.74
2021-05-20,2021-06-01,22.78,24.545
2021-05-21,2021-06-01,24.5,24.8
2021-05-24,2021-06-01,24.37,24.725
2021-05-25,2021-06-01,25.0,26.5
2021-05-26,2021-06-01,26.45,25.975
2021-05-27,2021-06-01,25.95,25.145
2021-05-31,2021-07-01,25.25,25.145
2021-06-01,2021-07-01,25.495,25.775
2021-06-02,2021-07-01,25.55,25.745
2021-06-03,2021-07-01,26.0,25.825
2021-06-04,2021-07-01,25.895,25.875
2021-06-07,2021-07-01,25.78,26.8
2021-06-08,2021-07-01,26.92,27.675
2021-06-09,2021-07-01,27.5,27.995
2021-06-10,2021-07-01,28.1,27.8
2021-06-11,2021-07-01,28.795,28.2
2021-06-14,2021-07-01,28.49,28.695
2021-06-15,2021-07-01,29.05,27.9
2021-06-16,2021-07-01,28.095,27.955
2021-06-17,2021-07-01,27.8,28.675
2021-06-18,2021-07-01,28.975,29.59
2021-06-21,2021-07-01,29.84,29.5
2021-06-22,2021-07-01,29.55,30.855
2021-06-23,2021-07-01,30.85,31.29
2021-06-24,2021-07-01,31.25,31.83
2021-06-25,2021-07-01,32.18,32.35
2021-06-28,2021-07-01,32.745,32.5
2021-06-29,2021-07-01,32.53,33.5
2021-06-30,2021-08-01,33.175,34.845
2021-07-01,2021-08-01,35.0,35.755
2021-07-02,2021-08-01,36.3,35.8
2021-07-05,2021-08-01,36.28,38.0
2021-07-06,2021-08-01,38.005,33.375
2021-07-07,2021-08-01,34.0,33.175
2021-07-08,2021-08-01,33.0,33.86
2021-07-09,2021-08-01,33.6,36.75
2021-07-12,2021-08-01,36.82,34.4
2021-07-13,2021-08-01,34.635,35.19
2021-07-14,2021-08-01,35.05,33.4
2021-07-15,2021-08-01,33.5,34.055
2021-07-16,2021-08-01,34.3,35.425
2021-07-19,2021-08-01,35.25,36.17
2021-07-20,2021-08-01,35.25,35.28
2021-07-21,2021-08-01,35.205,35.8
2021-07-22,2021-08-01,35.4,35.595
2021-07-23,2021-08-01,35.895,35.475
2021-07-26,2021-08-01,35.7,37.025
2021-07-27,2021-08-01,37.0,37.625
2021-07-28,2021-08-01,37.92,39.785
2021-07-29,2021-08-01,40.0,41.44
2021-07-30,2021-09-01,41.685,40.85
2021-08-02,2021-09-01,41.36,42.175
2021-08-03,2021-09-01,42.5,41.555
2021-08-04,2021-09-01,41.5,42.095
2021-08-05,2021-09-01,41.95,43.1
2021-08-06,2021-09-01,43.785,43.175
2021-08-09,2021-09-01,43.965,43.395
2021-08-10,2021-09-01,43.885,44.285
2021-08-11,2021-09-01,44.98,46.6
2021-08-12,2021-09-01,45.855,45.575
2021-08-13,2021-09-01,45.645,44.85
2021-08-16,2021-09-01,45.045,47.835
2021-08-17,2021-09-01,47.35,46.5
2021-08-18,2021-09-01,46.2,44.65
2021-08-19,2021-09-01,44.99,40.975
2021-08-20,2021-09-01,41.0,41.57
2021-08-23,2021-09-01,42.495,42.6
2021-08-24,2021-09-01,42.785,45.675
2021-08-25,2021-09-01,45.225,44.98
2021-08-26,2021-09-01,45.0,45.845
2021-08-27,2021-09-01,46.0,47.695
2021-08-31,2021-10-01,49.005,50.395
2021-09-01,2021-10-01,50.65,49.655
2021-09-02,2021-10-01,50.75,51.35
2021-09-03,2021-10-01,52.395,51.73
2021-09-06,2021-10-01,51.0,52.595
2021-09-07,2021-10-01,52.4,54.005
2021-09-08,2021-10-01,54.07,55.35
2021-09-09,2021-10-01,55.575,56.3
2021-09-10,2021-10-01,56.4,57.83
2021-09-13,2021-10-01,58.35,62.05
2021-09-14,2021-10-01,61.27,66.765
2021-09-15,2021-10-01,66.89,65.25
2021-09-16,2021-10-01,65.0,62.775
2021-09-17,2021-10-01,63.5,66.15
2021-09-20,2021-10-01,64.8,72.75
2021-09-21,2021-10-01,73.005,72.415
2021-09-22,2021-10-01,72.45,69.285
2021-09-23,2021-10-01,70.0,69.8
2021-09-24,2021-10-01,69.425,71.5
2021-09-27,2021-10-01,71.0,77.945
2021-09-28,2021-10-01,82.0,77.7
2021-09-29,2021-10-01,78.3,86.5
2021-09-30,2021-11-01,87.195,93.3
2021-10-01,2021-11-01,96.005,91.645
2021-10-04,2021-11-01,94.815,96.4
2021-10-05,2021-11-01,99.0,117.945
2021-10-06,2021-11-01,125.0,104.9
2021-10-07,2021-11-01,105.3,101.315
2021-10-08,2021-11-01,103.0,83.75
2021-10-11,2021-11-01,84.25,84.67
2021-10-12,2021-11-01,83.0,87.6
2021-10-13,2021-11-01,88.0,94.4
2021-10-14,2021-11-01,94.0,101.2
2021-10-15,2021-11-01,103.5,88.75
2021-10-18,2021-11-01,86.55,89.0
2021-10-19,2021-11-01,89.5,91.25
2021-10-20,2021-11-01,92.0,93.3
2021-10-21,2021-11-01,94.0,87.8
2021-10-22,2021-11-01,87.5,87.65
2021-10-25,2021-11-01,89.25,88.45
2021-10-26,2021-11-01,90.5,89.5
2021-10-27,2021-11-01,88.6,84.605
2021-10-28,2021-11-01,82.52,75.3
2021-10-29,2021-12-01,77.0,66.1
2021-11-01,2021-12-01,69.0,68.1
2021-11-02,2021-12-01,68.5,71.175
2021-11-03,2021-12-01,73.75,79.41
2021-11-04,2021-12-01,76.6,72.765
2021-11-05,2021-12-01,75.21,73.6
2021-11-08,2021-12-01,78.0,78.55
2021-11-09,2021-12-01,76.0,69.9
2021-11-10,2021-12-01,66.0,71.445
2021-11-11,2021-12-01,71.555,75.2
2021-11-12,2021-12-01,77.72,75.05
2021-11-15,2021-12-01,78.75,81.585
2021-11-16,2021-12-01,82.35,94.6
2021-11-17,2021-12-01,95.08,95.5
2021-11-18,2021-12-01,97.0,92.7
2021-11-19,2021-12-01,93.0,86.2
2021-11-22,2021-12-01,86.25,85.225
2021-11-23,2021-12-01,85.105,91.35
2021-11-24,2021-12-01,91.505,93.35
2021-11-25,2021-12-01,93.575,92.5
2021-11-26,2021-12-01,93.195,88.51
2021-11-29,2021-12-01,91.5,94.8
2021-11-30,2022-01-01,95.0,92.0
2021-12-01,2022-01-01,92.45,93.75
2021-12-02,2022-01-01,93.0,90.68
2021-12-03,2022-01-01,91.5,89.45
2021-12-06,2022-01-01,89.5,90.745
2021-12-07,2022-01-01,93.995,95.8
2021-12-08,2022-01-01,97.0,103.0
2021-12-09,2022-01-01,101.06,101.69
2021-12-10,2022-01-01,102.0,105.525
2021-12-13,2022-01-01,111.995,117.4
2021-12-14,2022-01-01,120.0,130.68
2021-12-15,2022-01-01,128.2,124.0
2021-12-16,2022-01-01,128.0,136.55
2021-12-17,2022-01-01,130.0,134.2
2021-12-20,2022-01-01,140.755,147.5
2021-12-21,2022-01-01,153.0,180.34
2021-12-22,2022-01-01,174.72,165.55
2021-12-23,2022-01-01,164.0,126.0
2021-12-24,2022-01-01,123.0,108.0
2021-12-27,2022-01-01,98.995,105.0
2021-12-28,2022-01-01,99.015,104.555
2021-12-29,2022-01-01,97.105,96.75
2021-12-30,2022-01-01,93.91,86.8
2021-12-31,2022-02-01,87.0,66.705
2022-01-03,2022-02-01,67.945,84.1
2022-01-04,2022-02-01,88.0,89.7
2022-01-05,2022-02-01,92.35,96.0
2022-01-06,2022-02-01,97.8,98.15
2022-01-07,2022-02-01,100.0,83.4
2022-01-10,2022-02-01,90.0,86.5
2022-01-11,2022-02-01,84.0,81.7
2022-01-12,2022-02-01,84.0,75.9
2022-01-13,2022-02-01,76.0,84.325
2022-01-14,2022-02-01,90.0,83.5
2022-01-17,2022-02-01,85.0,78.0
2022-01-18,2022-02-01,81.7,79.9
2022-01-19,2022-02-01,78.0,73.4
2022-01-20,2022-02-01,72.0,78.0
2022-01-21,2022-02-01,75.8,79.95
2022-01-24,2022-02-01,78.29,92.1
2022-01-25,2022-02-01,92.0,93.0
2022-01-26,2022-02-01,88.815,92.1
2022-01-27,2022-02-01,91.83,90.85
2022-01-28,2022-02-01,91.5,92.295
2022-01-31,2022-03-01,90.0,85.005
2022-02-01,2022-03-01,83.0,76.15
2022-02-02,2022-03-01,75.88,77.59
2022-02-03,2022-03-01,80.0,80.6
2022-02-04,2022-03-01,80.325,80.75
2022-02-07,2022-03-01,81.0,77.8
2022-02-08,2022-03-01,81.25,74.6
2022-02-09,2022-03-01,74.58,75.65
2022-02-10,2022-03-01,76.985,74.775
2022-02-11,2022-03-01,74.0,77.62
2022-02-14,2022-03-01,84.15,80.75
2022-02-15,2022-03-01,79.5,68.5
2022-02-16,2022-03-01,69.0,70.04
2022-02-17,2022-03-01,71.5,74.0
2022-02-18,2022-03-01,74.0,71.6
2022-02-21,2022-03-01,74.0,71.955
2022-02-22,2022-03-01,79.95,80.0
2022-02-23,2022-03-01,79.75,87.45
2022-02-24,2022-03-01,101.0,118.505
2022-02-25,2022-03-01,112.0,92.5
2022-02-28,2022-04-01,115.0,97.655
2022-03-01,2022-04-01,98.795,128.5
2022-03-02,2022-04-01,135.0,174.0
2022-03-03,2022-04-01,179.25,147.5
2022-03-04,2022-04-01,159.0,204.145
2022-03-07,2022-04-01,210.0,215.0
2022-03-08,2022-04-01,255.9,206.745
2022-03-09,2022-04-01,205.0,149.5
2022-03-10,2022-04-01,145.0,133.0
2022-03-11,2022-04-01,122.0,134.5
2022-03-14,2022-04-01,124.0,110.5
2022-03-15,2022-04-01,105.05,112.5
2022-03-16,2022-04-01,114.9,104.37
2022-03-17,2022-04-01,105.0,105.25
2022-03-18,2022-04-01,107.0,100.5
2022-03-21,2022-04-01,105.0,96.55
2022-03-22,2022-04-01,97.0,99.0
2022-03-23,2022-04-01,97.0,107.36
2022-03-24,2022-04-01,109.365,110.05
2022-03-25,2022-04-01,109.0,98.63
2022-03-28,2022-04-01,97.995,108.9
2022-03-29,2022-04-01,108.63,106.5
2022-03-30,2022-04-01,110.0,118.0
2022-03-31,2022-05-01,110.0,120.98
2022-04-01,2022-05-01,126.5,113.0
2022-04-04,2022-05-01,117.985,109.4
2022-04-05,2022-05-01,111.0,106.0
2022-04-06,2022-05-01,104.0,107.1
2022-04-07,2022-05-01,105.505,104.4
2022-04-08,2022-05-01,104.005,103.0
2022-04-11,2022-05-01,102.545,101.35
2022-04-12,2022-05-01,103.0,103.21
2022-04-13,2022-05-01,102.5,104.43
2022-04-14,2022-05-01,103.625,90.005
2022-04-19,2022-05-01,85.5,92.6
2022-04-20,2022-05-01,95.49,92.63
2022-04-21,2022-05-01,92.0,103.105
2022-04-22,2022-05-01,103.1,95.2
2022-04-25,2022-05-01,96.0,92.5
2022-04-26,2022-05-01,93.775,99.0
2022-04-27,2022-05-01,126.5,108.0
2022-04-28,2022-05-01,108.5,98.45
2022-04-29,2022-06-01,97.0,100.0
2022-05-02,2022-06-01,95.9,96.25
2022-05-03,2022-06-01,96.0,98.65
2022-05-04,2022-06-01,97.5,107.0
2022-05-05,2022-06-01,107.125,111.02
2022-05-06,2022-06-01,109.0,99.895
2022-05-09,2022-06-01,99.0,94.005
2022-05-10,2022-06-01,92.0,97.0
2022-05-11,2022-06-01,102.995,93.75
2022-05-12,2022-06-01,95.01,104.915
2022-05-13,2022-06-01,106.0,97.0
2022-05-16,2022-06-01,96.88,92.49
2022-05-17,2022-06-01,90.255,95.5
2022-05-18,2022-06-01,92.75,92.995
2022-05-19,2022-06-01,94.0,90.0
2022-05-20,2022-06-01,90.0,87.2
2022-05-23,2022-06-01,85.05,83.5
2022-05-24,2022-06-01,84.0,85.75
2022-05-25,2022-06-01,84.87,87.555
2022-05-26,2022-06-01,88.0,85.0
2022-05-27,2022-06-01,83.5,87.2
2022-05-30,2022-06-01,86.325,87.5
2022-05-31,2022-07-01,94.0,90.2
2022-06-01,2022-07-01,91.75,84.4
2022-06-02,2022-07-01,85.0,85.25
2022-06-03,2022-07-01,83.805,85.04
2022-06-06,2022-07-01,84.855,81.65
2022-06-07,2022-07-01,79.05,80.3
2022-06-08,2022-07-01,80.75,79.0
2022-06-09,2022-07-01,86.195,86.2
2022-06-10,2022-07-01,85.1,83.65
2022-06-13,2022-07-01,83.495,84.0
2022-06-14,2022-07-01,83.75,96.85
2022-06-15,2022-07-01,98.5,118.25
2022-06-16,2022-07-01,124.85,118.0
2022-06-17,2022-07-01,116.0,124.1
2022-06-20,2022-07-01,122.995,122.7
2022-06-21,2022-07-01,122.0,126.0
2022-06-22,2022-07-01,124.6,126.3
2022-06-23,2022-07-01,126.0,131.4
2022-06-24,2022-07-01,134.0,129.5
2022-06-27,2022-07-01,132.5,129.69
2022-06-28,2022-07-01,129.495,130.1
2022-06-29,2022-07-01,130.5,139.0
2022-06-30,2022-08-01,144.695,145.37
2022-07-01,2022-08-01,147.0,147.5
2022-07-04,2022-08-01,151.25,167.3
2022-07-05,2022-08-01,167.5,163.64
2022-07-06,2022-08-01,155.0,174.5
2022-07-07,2022-08-01,176.885,184.5
2022-07-08,2022-08-01,180.0,169.13
2022-07-11,2022-08-01,159.0,163.5
2022-07-12,2022-08-01,169.0,175.1
2022-07-13,2022-08-01,178.0,180.5
2022-07-14,2022-08-01,177.7,174.5
2022-07-15,2022-08-01,173.03,160.8
2022-07-18,2022-08-01,164.76,159.6
2022-07-19,2022-08-01,161.0,154.6
2022-07-20,2022-08-01,153.0,156.5
2022-07-21,2022-08-01,145.0,156.295
2022-07-22,2022-08-01,160.0,161.15
2022-07-25,2022-08-01,159.005,179.0
2022-07-26,2022-08-01,179.0,214.005
2022-07-27,2022-08-01,208.0,205.0
2022-07-28,2022-08-01,194.3,201.395
2022-07-29,2022-09-01,199.85,195.0
2022-08-01,2022-09-01,192.0,199.5
2022-08-02,2022-09-01,199.985,200.295
2022-08-03,2022-09-01,203.0,202.32
2022-08-04,2022-09-01,195.0,199.705
2022-08-05,2022-09-01,198.005,194.75
2022-08-08,2022-09-01,195.2,191.0
2022-08-09,2022-09-01,189.005,195.525
2022-08-10,2022-09-01,194.5,207.03
2022-08-11,2022-09-01,208.0,208.095
2022-08-12,2022-09-01,207.6,205.285
2022-08-15,2022-09-01,207.0,229.8
2022-08-16,2022-09-01,230.0,223.0
2022-08-17,2022-09-01,223.0,227.0
2022-08-18,2022-09-01,225.495,239.0
2022-08-19,2022-09-01,237.0,257.4
2022-08-22,2022-09-01,263.995,280.235
2022-08-23,2022-09-01,290.975,260.0
2022-08-24,2022-09-01,266.0,290.91
2022-08-25,2022-09-01,297.0,310.5
2022-08-26,2022-09-01,321.0,306.0
2022-08-29,2022-09-01,320.0,282.0
2022-08-30,2022-09-01,277.025,254.0
2022-08-31,2022-10-01,269.0,239.13
2022-09-01,2022-10-01,243.0,252.0
2022-09-02,2022-10-01,238.0,212.0
2022-09-05,2022-10-01,264.465,240.0
2022-09-06,2022-10-01,235.325,238.645
2022-09-07,2022-10-01,240.0,207.665
2022-09-08,2022-10-01,200.0,221.155
2022-09-09,2022-10-01,219.0,207.0
2022-09-12,2022-10-01,201.0,191.025
2022-09-13,2022-10-01,191.0,202.3
2022-09-14,2022-10-01,201.0,222.0
2022-09-15,2022-10-01,222.0,214.1
2022-09-16,2022-10-01,208.0,186.75
2022-09-19,2022-10-01,184.5,175.5
2022-09-20,2022-10-01,171.0,199.5
2022-09-21,2022-10-01,203.0,182.9
2022-09-22,2022-10-01,189.0,188.0
2022-09-23,2022-10-01,187.685,181.9
2022-09-26,2022-10-01,183.0,172.9
2022-09-27,2022-10-01,176.0,208.0
2022-09-28,2022-10-01,207.0,205.0
2022-09-29,2022-10-01,198.0,185.19
2022-09-30,2022-11-01,205.995,186.245
2022-10-03,2022-11-01,190.5,169.06
2022-10-04,2022-11-01,159.0,169.5
2022-10-05,2022-11-01,165.0,175.4
2022-10-06,2022-11-01,176.0,166.9
2022-10-07,2022-11-01,166.0,156.5
2022-10-10,2022-11-01,148.33,159.3
2022-10-11,2022-11-01,155.0,154.5
2022-10-12,2022-11-01,153.5,159.9
2022-10-13,2022-11-01,157.505,153.86
2022-10-14,2022-11-01,150.0,141.75
2022-10-17,2022-11-01,134.65,123.165
2022-10-18,2022-11-01,123.0,112.15
2022-10-19,2022-11-01,110.0,118.0
2022-10-20,2022-11-01,113.005,128.255
2022-10-21,2022-11-01,124.1,115.0
2022-10-24,2022-11-01,110.2,96.5
2022-10-25,2022-11-01,95.0,100.0
2022-10-26,2022-11-01,102.0,99.0
2022-10-27,2022-11-01,98.0,108.5
2022-10-28,2022-11-01,110.0,109.5
2022-10-31,2022-12-01,137.5,122.0
2022-11-01,2022-12-01,120.0,116.635
2022-11-02,2022-12-01,116.0,135.895
2022-11-03,2022-12-01,132.12,125.1
2022-11-04,2022-12-01,134.75,115.0
2022-11-07,2022-12-01,112.0,113.405
